Seq,source,title,tags,apply_space,apply_style,apply_cost,output_text
11782,weak,"부천시 상동 백송마을 풍림아이원 26평, 우드와 그레이의 조화로운 만남","1자형주방, 헤링본타일, 라인조명, 수납장, 한샘신발장, 현관조명, 욕실간접등, 조적벽, 그레이욕실, 한샘욕실리모델링","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0004, spa_0011",sty_0002,,"1자형주방, 헤링본타일, 라인조명, 수납장, 한샘신발장, 현관조명, 욕실간접등, 조적벽를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11786,paired,인천 작전동 풍림아이원아파트 33평 아파트 리모델링,"낮은신발장, 3도어중문, 한샘중문, 현관타일","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0004, spa_0011",sty_0002,cos_0002,"싱크대주방은 자 주방의 모던스타일의 무광 화이트 진그레이 제품으로 시공해주었습니다. - 입구방은 확장을 해주었고, 문을 열자마자 사이드 쪽으로 붙박이장을 설치해주었습니다."
11802,paired,40PY 운정 산내마을6단지 한라비발디 베이지톤 인테리어,"한샘바흐바스, 조적욕조, 바스하부장, 바흐상부장, 욕실플랩장","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0002, spa_0003, spa_0007, spa_0011, spa_9999",sty_0002,cos_0008,- 거실 양쪽으로 통창이 나있는 확장형 구조였기에 다른 집보다 훨씬 햇빛이 많이 드는 집입니다. 해가 많이 든다는 장점도 있지만 빌트인 수납을 넣기에는 무리가 있어 일반 가구 배치로 완성하였습니다. - - 주방 첫 상담 때부터 베이지 컬러를 좋아한다고 하셨던 고객님이셔서 망설임 없이 '밀란 무드 베이지'를 추천드렸습니다. 은은한 컬러를 자랑하는 무드 베이지는 부담스럽지도 평범하지도 않아 인기가 아주 많습니다. 냉장고장과 키큰장은 모아주었고 자형 키친은 최대한 깔끔하고 균형 있게 디자인하였습니다. 추가로 단독 아일랜드를 배치하였고 반대쪽 면에도 수납장을 양쪽으로 배치하여 식탁을 놓더라도 수납장이 열리게끔 설계하였습니다. - - 안방 비확장이지만 붙박이장을 넣기에 충분한 공간이 있었습니다. 요즘 유행하는 맞춤 수납으로 바닥부터 천정까지 마감재없이 들어가는 맞춤 수납은 훨씬 깔끔해 보입니다. 더불어 오픈장을 배치하여 평소 외출복이나 자주 입는 옷을 걸어 둘 수 있게 하였습니다.
11812,paired,"도화동 도화현대1차 50평, 3대가 거주하는 확장형 공간 인테리어",거실을확장하여부족한수납공간확보,"spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,cos_0009,-좁은 현관 공간 확보를 위해 거실 방향으로 중문 당김 시공
11814,weak,화이트 모던의 도시적인 감성,"3연동중문, 유리중문, 블랙중문, 현관타일, 현관조명, 욕실젠다이, 거울수납장, 코너선반, 샤워파티션, 한샘주방, 자주방, 보조주방","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,,"3연동중문, 유리중문, 블랙중문, 현관타일, 현관조명, 욕실젠다이, 거울수납장, 코너선반를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11822,weak,인디핑크 포인트로 빈티지한 감성의 인테리어,"드레스룸, 행거, 수납, 라인조명, 아트월, 강마루간접조명, 히든도어, 벽조명, 템바보드, 수납장, 욕실젠다이, 거울수납장, 코너선반, 욕조, 샤워부스, 한샘주방, 11자주방, 대면형주방, 아일랜드식탁, 주방후드, 사각싱크볼, 현관장, 여닫이중문, 핑크도어, 팔각유리, 포세린타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,,"드레스룸, 행거, 수납, 라인조명, 아트월, 강마루간접조명, 히든도어, 벽조명를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11825,weak,아이와 반려견이 함께하는 공간을 디자인하다,"강마루, 우물천장, 간접조명, 매입등, 폴딩도어, 아치형문, 템바보드, 파우더룸, 화장대, LED거울, 무테거울, 욕실젠다이, 거울수납장, 욕조, 졸리컷, 포세린타일, 아메리칸스탠다드, 우드수납장, 우드휴지걸이, 전실, 현관, 중문, 슬라이딩중문, 불투명유리중문, 현관장, 수납장, 벤치장, 우드프레임, 펫도어, 강아지도어, 반려견도어, 멍멍이도어, 한샘주방, 자주방, 매트화이트, 주방후드, 사각싱크볼","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,,"강마루, 우물천장, 간접조명, 매입등, 폴딩도어, 아치형문, 템바보드, 파우더룸를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11831,weak,화이트 우드로 연출한 미니멀 모던 인테리어,"강마루, 매입등, 간접조명, 템바보드, 붙박이장, 파우더룸, 침대헤드, 우드포인트, 샤워부스, 해바라기수전, 건식욕실, 여닫이중문, 우드중문, 간살도어, 현관장, 욕실젠다이, 우드수납장, 코너선반, LED거울, 한샘주방, 자주방, 주방선반, 주방후드, 사각싱크볼","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0011, spa_9999",sty_0002,,"강마루, 매입등, 간접조명, 템바보드, 붙박이장, 파우더룸, 침대헤드, 우드포인트를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11843,weak,체리몰딩의 우아한 화이트로의 변신,"거실확장, 체리몰딩철거, 아트월철거, 간접조명, 방음, 단열, 욕실젠다이, LED거울, 포세린타일, 전실, 여닫이중문, 현관장, 펜트리, 가벽, 한샘주방, 자주방, 비스포크냉장고, 간이식탁, 홈바","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,,"거실확장, 체리몰딩철거, 아트월철거, 간접조명, 방음, 단열, 욕실젠다이, LED거울를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11846,weak,그린 컬러 포인트 감성 홈 카페로 변신,"자주방, 한샘키친, 밀란100플랫화이트, HS스톤크리스탈상판, 선반형아일랜드, 펜던트조명, 한샘라이팅오페라, 주방선반, 바체어, 플렌테리어, 헤링본패턴, 마룻바닥, 한샘여닫이중문, 패브릭소파, 딥그린소파, 소파테이블, 거실LED조명, 홈카페인테리어, 원형테이블, 카페장, 한샘장판, 쉐브론베이지, 한샘바스, 콘크리트휴판넬, 휴플로어, 젠다이, 은경슬라이딩장, 샤워파티션, 브론즈유리, 건식욕실","spa_0001, spa_0010, spa_0007, spa_0004",sty_0002,,"자주방, 한샘키친, 밀란100플랫화이트, HS스톤크리스탈상판, 선반형아일랜드, 펜던트조명, 한샘라이팅오페라, 주방선반를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0010, spa_0007, spa_0004 위주로 구성한다."
11851,weak,"32평 하남 창우동 꿈동산신안 인테리어, 밝은 헤링본 강마루의 아름다움을 담은 신혼집","3연동중문, 초슬림중문, 행잉형현관장, 미러도어, 하부조명, 포세린타일, 매트화이트, 내추럴식탁, 사각식탁, 4인용식탁, 팬던트등, 바흐드레스룸, 시스템장, 모듈형옷장, 빌트인파우더장, 에어드레서장, 빌트인플러스, 헤링본마루, 샤워파티션, 졸리컷, 젠다이, 거울장, 코너선반, 한샘도기, 600각타일, 플랫화이트, 자주방, 키친판넬, 사각싱크볼, 무광도어, 빌트인후드, 인덕션, 주방등, 강마루, 라이트오크, 매입등, 다운라이트, 커텐박스, 간접조명, 엣지조명","spa_0008, spa_0001, spa_0009, spa_0010, spa_0002, spa_0003, spa_0007, spa_0011, spa_9999",sty_0002,,"3연동중문, 초슬림중문, 행잉형현관장, 미러도어, 하부조명, 포세린타일, 매트화이트, 내추럴식탁를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11860,weak,과감한 구조 변경으로 완성한 우아한 공간,"골드포인트, 민트가구, 욕조, 코너선반, 발코니조명, 간접조명, 아치형문, 공간분리, 붙박이장, 유리도어, 샷시철거, 가벽, TV장, 파우더룸, 서재, 책장, 책선반, 소음차단, 세탁실, 빨래건조대, 그린타일, 패턴타일, 슬라이딩중문, 유리중문, 현관장, 매트화이트, 우물천장, 매입등, 폴딩도어, 젠다이, LED거울, 샤워부스, 한샘주방, 자주방, 주방철거, 아일랜드식탁","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0005, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,,"골드포인트, 민트가구, 욕조, 코너선반, 발코니조명, 간접조명, 아치형문, 공간분리를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11877,weak,한샘 네추률 무드 인테리어,"아일랜드장, 아치형게이트, 주방등, 자키친, 한샘주방, 안방붙박이장, 한샘붙박이장, 빌트인장, 그레이벽지, 현관거울도어, 3도어중문, 한샘중문, 현관등","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0004, spa_0011",sty_0002,,"아일랜드장, 아치형게이트, 주방등, 자키친, 한샘주방, 안방붙박이장, 한샘붙박이장, 빌트인장를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11879,weak,화이트와 그레이 조합의 모던 인테리어,"3연동중문, 블랙중문, 브론즈유리, 현관장, 행잉형현관장, 화이트현관장, 거울도어, 그레이주방, 플랫그레이, 화이트주방, 플랫화이트, 자주방, 빌트인후드, 사각싱크볼, 세로타일, 붙박이장, 슬라이딩붙박이장, 화이트붙박이장, 하이글로시붙박이장, 파우더장, 빌트인, 타일욕실, 테라조타일, 샤워파티션, 브론즈파티션, 거울수납장, 욕실선반, 코너선반","spa_0009, spa_0010, spa_0007, spa_0011",sty_0002,,"3연동중문, 블랙중문, 브론즈유리, 현관장, 행잉형현관장, 화이트현관장, 거울도어, 그레이주방를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0009, spa_0010, spa_0007, spa_0011 위주로 구성한다."
11903,weak,클래식의 대명사 화이트 웨인스코팅 인테리어,"붙박이장, 갤러리장, 스윙붙박이장, 옷장, 빌트인, 여닫이중문, 그린중문, 골드손잡이, 현관장, 행잉형현관장, 화이트현관장, 우물천장, 간접조명, LED조명, 웨인스코팅, 벽조명, 클래식인테리어, 휴장판, 화이트주방, 클래식주방, 시에나화이트, 11자주방, 아일랜드, 아일랜드후드, 키큰장, 냉장고장","spa_0001, spa_0009, spa_0010, spa_0011",sty_0005,,"붙박이장, 갤러리장, 스윙붙박이장, 옷장, 빌트인, 여닫이중문, 그린중문, 골드손잡이를 중심으로 sty_0005 톤을 유지하며, 동선/수납을 고려해 spa_0001, spa_0009, spa_0010, spa_0011 위주로 구성한다."
11917,weak,소프트한 질감의 그레이 모던 인테리어,"3연동중문, 네이비중문, 가벽, 망입유리, 현관장, 화이트현관장, 육각타일, 그레이주방, 플랫그레이, 자주방, 갤럭시후드, 아일랜드, 벽선반, 펜던트조명, 붙박이장, 스윙붙박이장, 화이트붙박이장, 매트화이트, LED조명, 한샘바스, 리버화이트, 휴판넬, 휴플로어, 거울수납장, 우드프레임, 피에트라, 욕조","spa_0009, spa_0010, spa_0007, spa_0011, spa_9999",sty_0002,,"3연동중문, 네이비중문, 가벽, 망입유리, 현관장, 화이트현관장, 육각타일, 그레이주방를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0009, spa_0010, spa_0007, spa_0011 위주로 구성한다."
11967,paired,"파주 유승앙브와즈 33평 A형, 1층 테라스 활용도가 좋은 폴딩도어, 깔끔한 인테리어","3연동중문, 테라스, 정원, 폴딩도어, 아치형우물천장, 한샘주방, 플랫그레이주방, 아일랜드","spa_0008, spa_0001, spa_0010, spa_0007, spa_0004, spa_0011, spa_9999",sty_0001,cos_0009,"- 기존 우물천장을 아치형으로 변형하고 간접 조명효과를 주어 곡선미 있는 편안함이 연출됩니다. - 폴딩도어 설치를 통해 거실발코니와 1층 테라스정원의 개방감과 활용도를 높였습니다 - - 주방 기둥을 활용한 아일랜드 디자인 - 대리석 아일랜드 다리 디자인으로 모던하고 깔끔한 디자인으로 연출했습니다 - - 아일랜드의 기능적 효과 기존 조리대의 연장도 되면서 식탁기능도 가능합니다 - - B300번 무광백색의 3연동 중문으로 입구의 깔끔한 이미지를 줍니다. - - 집의 첫인상을 좌우하는 현관이므로 벽체MDF의 그린 컬러와 방화문을 통일하여 필름시공했습니다. - 현관장은 행잉 화이트, 바닥타일은 베이지톤으로 포인트를 주면서 조화로운 컬러들을 택했습니다. - 외출할 때 자주 짚게 되는 벽면의 오염도를 줄이고자 방화문과 노출되는 벽면을 MDF로 감싸주었습니다. - - 공용욕실과 안방욕실 같은 타일로 편안한 느낌의 베이지톤 마감입니다. - 마감재 타일은 같지만, 아이템은 블랙과 골드로 각각 포인트를 주었습니다. - 안방욕실은 기존의 불편한 구조를 세면대 수도 이동과 배수 이동을 통해 편리한 동선이 되도록 공사를 했습니다."
11968,weak,우드포인트로 포근함이 느껴지는 집,"거실인테리어, 폴딩도어인테리어, 폴딩도어시공, 한샘폴딩도어, 부부침실인테리어, 호텔식침대, 호텔침대","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,cos_0004,"거실인테리어, 폴딩도어인테리어, 폴딩도어시공, 한샘폴딩도어, 부부침실인테리어, 호텔식침대, 호텔침대를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11969,paired,"내츄럴 우드 한 방울, 포인트가 있는 30평대 아파트 COZY 리모델링","30평대아파트, 30평아파트인테리어, 아치형디자인, 템바보드, 내츄럴우드스타일, 매립형TV벽, 심플한아트월, 3연동초슬림중문, 가구스타일링, 거실스타일링, 라인문틀, 9T문선, 비스포크냉장고, 키친핏냉장고, 빌트인냉장고, 빌트인장식장, 화이트인테리어, 시스템행거, 시스템장, 드레스룸, 아일랜드주방, 아일랜드, 주방펜던트, 안방붙박이장, 화장대빌트인, 파우더장, 빌트인장, 코지우드, 키친핏주방, 키친핏빌트인, 비스포크키친핏","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_9999",sty_0002,cos_0008,"OPTION 1. 거실확장 거실은 발코니 확장을 통해 실내공간 활용도를 높였습니다. 기존 거실분합창이 걸려 있는 양쪽 벽이 내력벽인 경우가 80%이상인데, 이런 경우 아치형 디자인으로 곡선 포인트가 있는 라인으로 제안해봤습니다. 그리고 기존 천장의 등박스를 없애고 플랫한 천장으로 시공 후, 다운라이트 조명 표현을 통해 보다 심플하고 넓어보이는 효과를 높였습니다. - OPTION 2. 매립형TV벽 템버보드 우드포인트 월 그리고 아트월이자 tv벽면에는 벽걸이tv매립을 할 수 있는 가벽 시공을 해주었습니다. 옆면에서 봤을 때 tv 브라켓이나 다른 기기들이 노출되지 않고 깔끔하게 정리될 수 있어요. 그리고 하단에는 템버우드 포인트월과 간접조명 효과로 은은하면서 편안한 분위기를 느낄 수 있어요. - POINT 1. 키친핏 냉장고가 어우러진 공간활용 인테리어 하신다고 하면, 요즘 삼성 비스포크나 LG 오브제 키친핏 냉장고를 빼놓을 수 없죠 키친핏 디자인으로 자 구조를 해도 좁은공간의 구조지만 활용도가 높아집니다. 깊이가 큰 냉장고 때문에 방해됐던 시각적인 답답함 공간적인 불편함이 사라지는 일석이조의 장점을 다 갖출 수 있어요. 소재나 컬러감 자체가 예쁘기도 하구요. - POINT 2. 아일랜드의 활용 자식으로 뻗은 조리대 및 아일랜드로 설계해서 확장된 주방공간을 활용할 수 있고 다이닝 공간까지 해결할 수 있어요. - 예산도 고려한다고 하면, 공용공간인 주방과 거실의 디자인 욕심을 부리고,(포인트) 그 외의 방들은 심플한 화이트 가구들로 가성비 있게 기본템에 충실했어요. 이 아파트는 유독 안방 빌트인가구 위치가 장변이라 빌트인 화장대를 넣어도 기본 옷장 수납이 충분하고, 거울도어 1개를 넣어서 보다 넓어보이는 효과를 주었습니다. - 입구좌방은 드레스룸 용도로서 한쪽 벽면에는 자주 안 쓰는 계절용 수납을 주로 하는 붙박이장과 우측벽에는 변동이 많거나 자주 사용하는 옷들을 오픈 되게 수납할 수 있는 시스템장을 병렬식으로 설계했습니다."
11970,weak,이렇게 하면 성공합니다,"25평형거실, 거실인테리어, 25평거실인테리어","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,cos_0005,"25평형거실, 거실인테리어, 25평거실인테리어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11971,weak,빌트인플러스 시공으로 완성된 수납왕,"빌트인플러스, 한샘빌트인플러스","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011",sty_0002,cos_0005,"빌트인플러스, 한샘빌트인플러스를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11974,weak,가족이 함께하는 공간,"다이닝룸인테리어, 거실인테리어, 벤치형테이블인테리어, 플랜테리어","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,cos_0004,"다이닝룸인테리어, 거실인테리어, 벤치형테이블인테리어, 플랜테리어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11977,paired,자연에 가까운 집으로,"유로503, 유로503침대세트","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011",sty_0002,cos_0005,침대의 아트월과 바닥재 월플러스에 유로 503 월넛 침대 의 무드 등이 더해져 완벽하게 조화를 이루는 5성급 호텔 부럽지 않은 분위기를 만들었습니다. 침실 역시 큰 부피의 가구는 덜어내고 꼭 필요한 수납가구만 배치 하였습니다. 침대 옆의 작은 협탁은 일상의 쉼을 찾아드릴 거예요. 아침에 일어나 티 한잔의 여유를 즐겨보시는 건 어떨까요?
11978,weak,"행당 한진타운 26평형 내추럴인테리어, 신혼인테리어의 정석","신혼부부침실, 침실인테리어, 패브릭침대, 신혼인테리어, 신혼집거실, 20평대거실, 20편대거실인테리어, 홈카페, 홈카페인테리어, 패브릭소파, 한샘바스, 한샙수퍼리버화이트, 한샘수퍼키친, 수퍼키친, 한샘키친, 홈트, 홈트레이닝, 서재인테리어, 한샘바흐쉘빙시스템","spa_0008, spa_0001, spa_0009, spa_0010, spa_0005, spa_0007, spa_0011",sty_0002,cos_0005,"신혼부부침실, 침실인테리어, 패브릭침대, 신혼인테리어, 신혼집거실, 20평대거실, 20편대거실인테리어, 홈카페를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
11980,weak,"시흥 벽산5단지 아파트 30평형 내추럴 인테리어, 홈가드너를 위한 집","거실인테리어, 폴딩도어인테리어, 슬라이딩장, 놀이방인테리어","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0011",sty_0002,cos_0005,"거실인테리어, 폴딩도어인테리어, 슬라이딩장, 놀이방인테리어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11981,weak,우리아이 첫 독립 플랜,"한샘모듈소파, 한샘버니시리즈, 한샘폴딩도어, 폴딩도어인테리어, 아이방, 수면독립인테리어, 벙커침대","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011",sty_0002,cos_0005,"한샘모듈소파, 한샘버니시리즈, 한샘폴딩도어, 폴딩도어인테리어, 아이방, 수면독립인테리어, 벙커침대를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11984,weak,세련된 모던내추럴스타일,펜트리,"spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0011",sty_0002,cos_0006,"펜트리를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11989,weak,월넛컬러가 살아숨쉬는 하우스,"파우더룸인테리어, 호텔식침대, 한샘침대, 침실인테리어","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011",sty_0002,cos_0007,"파우더룸인테리어, 호텔식침대, 한샘침대, 침실인테리어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
11990,weak,"동대문구 장안현대홈타운 아파트 32평형 모던 인테리어, 신혼인테리어의 정석","홈카페, 신혼인테리어, 철제선반, 폴딩도어, 패브릭소파, 거실인테리어","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0005, spa_0007, spa_0011",sty_0002,cos_0004,"홈카페, 신혼인테리어, 철제선반, 폴딩도어, 패브릭소파, 거실인테리어를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
12004,paired,"금오2차 신도브래뉴업, 심플한 인테리어로 완성한 우리집!","세탁장, 실링팬, 삼성시스템에어컨, 시스템에어컨, 빌트인장, 수납장, 중문, 강마루, 템버보드, 한샘인테리어, 한샘샷시, 한샘창호, 평면도, 금오동, 의정부인테리어, 의정부한샘, 금오신도브래뉴업, 금오신도브래뉴업2차, 금오동인테리어, 한샘강마루, 한샘도배, 한샘실크도배, 한샘라인문틀, 라인문틀, 한샘바스, 한샘욕실, 욕실인테리어, 욕실리모델링, 무광니켈, 한샘붙박이장, 빌트인붙박이장, 한샘맞춤붙박이장, 맞춤붙박이장, 한샘침대, 9mm문선, 한샘리모델링, 한샘주방, 한샘부엌, 한샘키친, 주방인테리어, 사각씽크볼, 주방리모델링, 현관인테리어, 현관장, 히든도어, 르그랑스위치, 터닝도어","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0009,"입구좌방, 주방옆방 -설계포인트 1. 고객님께서 가구배치 및 소품인테리어 예정으로 도배시공 및 마루시공 2. 9mm 문선연출을 위한 라인문틀 시공 -주요자재 1. 한샘 실크벽지 2. 한샘 강마루6.5T 블러쉬베이지오크 3. 3인치 매립등 4. 한샘 라인문틀 도어 - 안방 -설계포인트 1. 무드화이트 맞춤붙박이장으로 높아보이는 천고 연출 2. 9mm 문선연출을 위한 라인문틀 시공 3. 한샘 침구류 가구배치 -주요자재 1. 한샘 실크벽지 2. 한샘 강마루6.5T 블러쉬베이지오크 3. 한샘 라인문틀 도어 4. 한샘 무드화이트 맞춤붙박이장 - 거실 -설계포인트 1. 평형대 대비 좁은 거실로 거실 확장 공사 2. 천고가 낮아 시스템에어컨 라인조명 등박스 제작 후 시스템에어컨 설치 3. 공기순환 및 인테리어 연출을 위한 실링팬 설치 4. 빌트인 벽걸이TV를 위해 목공벽체 제작 5. 부족한 수납을 위한 쇼파장 제작 6. 밋밋한 벽체포인트를 위한 템버보드 시공 7. 거실 발코니쪽 터닝도어를 숨기기 위한 히든폴딩도어 제작 -주요자재 1. 한샘 6.5T강마루 블러쉬베이직오크 2. 한샘 실크벽지 3. 삼성 무풍 시스템에어컨 4. 에어리드 52인치 화이트 실링팬 5. 미가루버 템버보드 6. 무드화이트 히든폴딩도어"
12071,weak,"DMC래미안 클라시스 34평형 내추럴 인테리어, 수납플랜의 정석","거실인테리어, 빌트인플러스TV장, 패브릭소파","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0007, spa_0011",sty_0002,cos_0005,"거실인테리어, 빌트인플러스TV장, 패브릭소파를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0006 위주로 구성한다."
12086,weak,포인트 컬러로 취향을 담은 모던 인테리어,"자주방, 그레이주방, 모노그레이, 아일랜드, 아일랜드후드, 사각싱크볼, 붙박이장, 스윙붙박이장, 화이트붙박이장, 무드화이트, 빌트인, 등박스, 간접조명, 거실장, 중앙장식장, 매립등, 플랜테리어, 스윙중문, 아치중문, 골드중문, 현관장, 행잉형현관장, 화이트현관장, 낮은장, 가벽, 젠다이, 거울수납장, 플랩장, 샤워부스, 브론즈유리, 타일욕실, 그레이타일","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0011, spa_9999",sty_0002,,"자주방, 그레이주방, 모노그레이, 아일랜드, 아일랜드후드, 사각싱크볼, 붙박이장, 스윙붙박이장를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
12104,weak,호텔느낌 깔끔한 인테리어,"아치형게이트, 테라조, 현관, 3도어중문, 우물청장, 다운라이트조명, 매립티비, 포인트조명, 유로그레이스, 강화유리도어, 자주방, 졸리컷, 600타일, 조적파티션, 하프파티션","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0011, spa_9999",sty_0002,,"아치형게이트, 테라조, 현관, 3도어중문, 우물청장, 다운라이트조명, 매립티비, 포인트조명를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
12105,weak,골드 포인트로 완성한 모던 클래식 인테리어,"3연동중문, 화이트중문, 망입유리, 현관장, 화이트현관장, 행잉형현관장, 거울도어, 그레이주방, 플랫그레이, 자주방, 침니후드, 사각싱크볼, 카라라타일, 펜던트조명, 붙박이장, 스윙붙박이장, 화이트붙박이장, 클래식붙박이장, 골드손잡이, 파우더장, 빌트인, 아치게이트, LED조명, 슬림등, 엣지등, 매립등, 간접등, 오크마루, 한샘바스, 모노시티, 휴판넬, 휴플로어, 젠다이, 거울수납장, 샤워파티션, 브론즈파티션","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0011",sty_0005,,"3연동중문, 화이트중문, 망입유리, 현관장, 화이트현관장, 행잉형현관장, 거울도어, 그레이주방를 중심으로 sty_0005 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
12115,weak,디테일을 살린 톤온톤 인테리어,"11자주방, 대면형주방, 한샘키친, 유로100매트화이트, 아일랜드, 바체어, 터닝도어, 레일조명, 매립선반, 간살파티션, 사각싱크볼, 거위목수전, 가죽소파, 한샘아르떼소파, 주백색조명, 암막커튼, 간접조명, 등박스, 시스템에어컨, 다운라이트, 아트월, 소파테이블, 톤온톤인테리어, 강마루바닥재, 매입등, 붙박이장, 에어드레서장, 필름시공, 브론즈거울도어, 슬라이딩중문, 포세린타일, 현관장, 한샘바스, 콘크리트다크그레이, 휴판넬, 휴플로어, 샤워파티션, 블랙욕실서랍장, 젠다이, 해바라기샤워기, 덧방시공","spa_0008, spa_0001, spa_0009, spa_0010, spa_0007, spa_0011, spa_9999",sty_0002,cos_0002,"11자주방, 대면형주방, 한샘키친, 유로100매트화이트, 아일랜드, 바체어, 터닝도어, 레일조명를 중심으로 sty_0002 톤을 유지하며, 동선/수납을 고려해 spa_0008, spa_0001, spa_0009, spa_0010 위주로 구성한다."
