Seq,텍스트,이미지
10020,현관은 집의 첫인상을 결정짓는 공간인 만큼 밝고 따뜻한 분위기로 연출되었으면 했습니다. 현관장은 라이프스타일에 맞춘 맞춤형 현관장을 통해 효율적인 수납공간을 느끼실 수 있게 설계하였으며 영유아 용품에도 사용되는 친환경 소재인ML100 무드화이트제품을 사용하여 자연스러운 질감의 베이직 화이트컬러로 군더더기 없이 깔끔한 현관 공간을 완성해주었습니다. 또한 현관문을 통해 집안으로 들어오면 바로 보이는 중문은 단순히 냉 난방비를 절감시키는 목적뿐만아니라 미세먼지의 차단이나 소음을 차단해주는 역할을 해주는 아주 중요한 역할을 해준답니다~,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668072639532_0.jpg
10020,"거실은 취미생활이 독서인 고객님의 라이프스타일에 맞는 맞춤형 설계장을 통해 효율적인 수납공간을 느끼실 수 있습니다. 거실은 우물천장을 통해 공간을 더욱 시각적으로 넓게 확장해 주는 느낌을 주었으며, 조명은 크게 간접등과 메인등으로 나눠 시공을 했습니다. 간접등은 주백색으로 따스함을 주었고 메인등은 백색으로 시공하였습니다. 또한 폴딩도어를 설치하였습니다. 폴딩도어는 도어개폐율이 90%로 확장과 비확장이 자유로움이있으며 카페 분위기를 연출시킬수 있다는 장점이있습니다 하지만 폴딩도어를 거실에서 사용하시게 된다면 틈새가있어 단열이 조금약할수 있기때문에 외부 창은 이중창을 설치하시는걸 권장드립니다~",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668073382661_0.jpg
10020,"발코니 공간에 대해 설명해드리겠습니다~ 부드러운 햇살이 드라우는 발코니 공간에 어울리는 화이트 컬러의 수납장입니다. 설치 공간 깊이와 수납 물품에 따라 내부 구성을 변경할 수 있습니다. 내부 공간에 선반은 높이를 자유롭게 두어서 하부에는 캐리어, 박스 등 부피가 큰 물품들을 보관하고 상부에는 작은 물품들을 보관할 수 있습니다. 한샘 반침다용도장을 설치하여 깔끔한 공간을 연출해보세요~ 마지막으로 주방과 발코니 사이에는 방음과 단열이 우수한 터닝도어를 설치하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668074004619_0.jpg
10020,집안에서 가장 중요한 침실에 대해서 설명드리겠습니다! 최대한 포근하고 호텔식 느낌을 연출하였으며 안방의 한쪽 면은 TV장과 붙박이장을 설계하였습니다. 또한 빌트인 파우더장을 같이 설계하여 효율적인 수납공간을 느끼실 수있습니다~,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668074300420_0.jpg
10020,"방 하나는 드레스룸으로 꾸며보았습니다~ 드레스룸은 한샘 바흐 화이트 시스템장을 설치하였습니다. 시스템장은 벽쪽으로 밀착시켜 시공해 공간을 잘 활용할 수 있으며 오픈된 형태로 되어있어 옷을 코디할때도 한눈에 보고 쉽게 고를 수 있고, 보관 및 정리할때도 문을 열었다 닫았다 할 필요가 없어 손쉽게 정리가 가능하다는 장점이있습니다~",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668075110145_0.jpg
10024,"현관에서 나오면 바로 나타나는 복도는 웨인스코팅과 벽패널을 연속적으로 배치하여 갤러리에 온듯한 느낌을 연출하였고, 미술작품을 복도 끝쪽 벽에 세워서 연출하여 우아하며서도 무심한듯 세련된 스타일로 연출 하였습니다. # 웨인스코팅은 일반적으로 목공에서 시공하며, 추가로 도장 작업도 가능합니다. 몰딩의 종류와 몰딩의 배치 간격, 높이, 형태 등을 디테일하게 설정한 뒤 시공해야 예쁘게 시공이 가능합니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669255408274_0.jpg
10024,안방은 골드 컬러의 무늬 벽지와 커튼! 한샘의 클래식 하면서도 심플한 스타일의 유로클래식 붙박이장을 사용하여 고급스러운 분위기를 연출하고 수납력 또한 확보하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669262040331_0.jpg
10029,"거실은 확장형으로 나온 타입이여서 이미 넓은 공간이 확보되어 있었어요 ! 갤러리 느낌을 원하시는 고객님의 니즈에 따라 곳곳에 감각적인 DP를 해드렸어요 ~ 조명도 직부등 없이 우물천장 간접등, 매입등만으로 배치하여 심플한 천정을 조성했어요 ! 바닥은 밝은 오크 컬러의 강마루를 시공하여 웜톤의 벽지와 TV벽면에는 포인트로 월플러스 사하라 시리즈를 시공하였답니다 !",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/16/1668585846309_0.jpg
10029,"욕실은 고객의 니즈를 반영해 수납을 1순위로 두고 설계하였습니다 ! 하부장과 플랩상부장, 코너선반을 시공해 넉넉한 수납공간을 확보했습니다. 벽, 바닥 동일한 600각 타일을 시공하여 모던하고 심플한 분위기를 연출하였습니다. ※ 욕실 바닥에 600각 타일 시공 시 , 구베(물길)를 잘 잡을 수 있는지 우선 체크하는 것이 최우선입니다 !",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/16/1668586709028_0.jpg
10029,"도어와 같은 우드 필름으로 침대헤드를 시공하였으며, 침대헤드 뒤로 루바 포인트를 주어 호텔같은 분위기를 연출하였습니다 ! 드레스룸으로 들어가는 도어는 아치형 오픈도어로 바꿔 개방감을 주었습니다 ! ※ 아치형 오픈도어 시공 시, 수직에서 라운드가 이어지는 부분을 자연스럽게 이어주는 것이 중요합니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/17/1668667042718_0.jpg
10029,"2개의 방은 각각 대학생, 고등학생인 자녀에 맞게 실용적으로 설계해드렸습니다 !",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/17/1668667265691_0.jpg
10030,1. 주방은  간접등을 설치해드리고 식탁이 있는 곳은 다운라이트를 통해서 조도를 맞추도록 하였습니다. 2. 거실이면서도 주방이 같이 있는 공간입니다. 그만큼 많은 시간이 지나고 쌓일 수 있는 공간이 되도록 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668133973625_0.jpg
10030,1.거실과 안방은 통일된 디자인으로 진행하였습니다.벽과 바닥은 테라조 타일로 진행하도록 하였습니다. 2.포인트 타일을 조금 다르게 하였는데요 거실욕실은 상부는 화이트라인의 타일로 아래하부는 테라조 타일로 진행하였습니다. 공간이 답답하지 않고 탁트이는 느낌을 받을 수 있습니다.!!,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668134852475_0.jpg
10030,이번 ' 인천 청라 호반베르디움 2차' 포스팅을 읽어주셔서 감사합니다. 다음 인테리어도 궁금하시죠? 곧 찾아뵙겠습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668137110761_0.jpg
10042,"강동구 암사동 선사현대아파트 30평형 아파트입니다. 방3개, 욕실1개의 구조예요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668141310627_0.webp
10042,"주방은 넓지 않지만, 테이블을 조리대로 사용하실 수 있도록 배치하였어요. 거실의 테이블과 대면형 구조로 요리를 하시면서도 아이의 목소리를 잘 들을 수 있을거에요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668141613514_0.webp
10042,아이가 방을 가지게 되면서 자립심을 기르게 되지요. 아이와 함께 침구를 선택한다면 아이는 금방 자신의 방에 애착이 생길 거예요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668141730698_0.webp
10043,요즘 같은 시기엔 많은 시간을 집에서 보낼텐데요. 아이가 집에서도 답답함 없이 신나게 뛰어놀 수 있도록 거실에 넓은 놀이터를 만들었습니다! 밖에 나가 놀 수 없는 날에도 폴딩도어를 활짝 열어두고 미끄럼틀을 타고 장난감 자동차를 끌면서 신나게 놀 수 있어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668142814784_0.webp
10043,아이가 신나게 놀고 난 뒤 어지럽혀진 장난감을 쉽게 정리하려면 어떻게 해야 할까요? 낮은 벤치장과 결합된 거실 빌트인장을 설치해보세요! 어린아이도 쉽게 여닫을 수 있어서 스스로 정리하는 습관을 길러줄 거예요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668142986537_0.jpg
10043,거실과 연결된 이곳은 은은한 분위기가 멋스러운 주방입니다! 가족의 맛있는 식사를 책임질 중요한 공간이지요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668143107210_0.webp
10043,먼저 다이닝 공간부터 보여드릴게요! 가족이 편안하게 둘러앉을 수 있는 라운드 식탁을 배치하고 식탁 위로 세련된 펜턴트 조명을 설치해 트렌디한 식사 공간이 완성되었어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668143184421_0.webp
10043,"유치원생 아이에게 딱 맞는 자녀 방 인테리어도 소개해드릴게요. 거실이 신나게 뛰어노는 공간이었다면, 이곳은 아이 혼자서 상상하고 아늑함을 느낄 수 있는 공간이 되어 줄 거예요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668143353034_0.webp
10043,"멀티룸이 마음을 위한 휴식 공간이었다면, 침실은 지친 몸을 릴렉스하게 해줄 휴식 공간! 편안한 침대에 누워 좋아하는 드라마를 보거나 음악을 들으며 잠들어보세요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668143633346_0.webp
10043,차분하고 은은한 분위기를 만드는 그레이톤 빌트인과 벽지가 고급스러운 호텔 같지 않나요? 화장실로 이어지는 공간에는 빌트인 파우더룸을 설치해 개인적인 에스테 공간을 마련했어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668143702172_0.webp
10045,송파구 레이크팰리스 26평형 아파트입니다. 집 중앙에 거실과 부엌이 위치하고 있어 가족들이 함께 모이기 쉬운 아늑한 구조입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668145081460_0.webp
10045,깔끔한 화이트 폴딩도어가 내추럴한 스타일의 집과도 잘 어울리죠. 거실과 동일한 바닥재를 시공하면 마치 거실이 확장된 것 같은 효과를 기대할 수 있습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668145228343_0.webp
10045,# 주말마다 열리는 아빠의 쿠킹 클래스 - 세련된 석재 패턴,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668145431755_0.webp
10045,# 은은한 음악을 즐기는 힐링 공간 - 카페 부럽지 않은 서재,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668146217531_0.webp
10045,"서재가 있으면 집안의 멀티공간으로 활용하기 좋죠. 연애할 때부터 음악 감상을 함께 해온 부부를 위해 특별히 구성한 공간인데요. 지금까지 모아온 CD나 책, 작은 소품들을 보기 좋게 진열할 수 있는 알레 벽 선반과 좁은 공간에서도 효율적으로 배치할 수 있는 h형 책상 조합을 추천해 드립니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668146293467_0.webp
10045,생기와 즐거움이 느껴지는 아이의 방입니다. 부드러운 나뭇결의 옷장 세트와 모난 곳 없이 둥글고 푹신한 느낌의 가구를 배치해 편안한 느낌의 공간을 만들었어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668146680781_0.webp
10045,# 편안하게 잠드는 부부의 침실 - 군더더기 없는 완벽한 조화 -,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668146720240_0.webp
10045,침실의 가장 중요한 기능은 편안한 숙면이죠. 어두운 베이지와 그린의 조화로 차분한 분위기의 침실을 연출했습니다. 잡다한 물건이나 가구들을 제외하고 꼭 필요한 침대와 빌트인 TV장만 배치하여 군더더기 없는 휴식 공간이 되었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668146792603_0.webp
10045,침대에 누웠을 때 바라보게 될 빌트인 TV장은 마치 아트월처럼 깔끔하고 고급스럽죠.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668146820563_0.webp
10045,"귀여운 장식장과 화초가 산뜻하게 반겨주는 현관입니다. 이곳은 통로로서 비워진 경우가 많은데, 이렇게 작은 소품을 놓는 것으로 한층 감각적인 집으로 꾸밀 수 있습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668146944366_0.webp
10046,"송파구 가락동 쌍용아파트 33평형 아파트입니다. 방3개, 욕실2개가 있는 집이에요. 거실과 침실에는 발코니가 연결되어있습니다. 주방은 콤팩트 하지만, 발코니와 연결되어 공간을 활용하실 수 있는 구조예요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668147892586_0.webp
10046,고급스러운 석재 패턴의 아트월과 세련된 컬러의 벽지로 아내분의 취향에 맞춰 꾸민 거실이에요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668149147940_0.webp
10046,이곳은 튼튼이가 신나게 놀고 잠을 자는 공간이에요^^! 몸도 마음도 튼튼하게 자랐으면 하는 마음으로 태명을 튼튼이로 지으셨다고 해요. 아이 감성에 어울리는 파스텔 톤의 벽지로 사랑스럽게 만들었어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668149269023_0.jpg
10046,화이트 헤링본 마루와 너무나도 잘 어울리는 럭셔리한 침실이에요. 몰딩이 들어간 가구와 도어를 사용해 클래식 화이트 인테리어의 정석을 보여주었고 프렌치 화이트 콘솔을 활용하여 좋아하시는 책을 읽으실 수 있는 공간을 마련하였어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668149633096_0.webp
10052,방 3개 욕실 2개로 구성된 32평형 아파트입니다. 거실과 부엌이 분리된 구조입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668157218293_0.webp
10052,깔끔하고 쾌적한 거실을 원했던 니즈를 담아 선반 및 서랍장으로 된 TV장으로 보기 싫은 물건을 숨길 수 있게 했어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668157520686_0.webp
10052,깔끔한 라인의 #바흐 702 인피니 소파 매트 질감의 #밀란 303 커린 캐시미어 거실장,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668157753964_0.webp
10052,20대 후반인 부부는 주말에 서재에서 함께 시간 보내는 걸 좋아해요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668158036594_0.webp
10052,먼지 쌓일 걱정 없이 옷을 수납할 수 있는 드레스룸입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668158163837_0.webp
10052,빌트인 조명과 협탁이 있는 아트월베드는 군더더기 없는 가구 배치를 원하시는 고객에게 안성맞춤이예요. 깔끔깔끔한 이 부부에게 딱! 맞는 베드여서 추천드렸어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668158297139_0.webp
10052,침실 옆에 위치한 부부욕실이예요. 노출콘크리트 패턴의 블랙 아트월과 핸드리스 타입 블랙 글래스 상부장이 도시적인 감성을 느끼게 해줍니다. 욕실이 이렇게 고급스럽고 시크해도 되나요?,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668158394320_0.webp
10053,"종로구 무악동 33평형 무악현대아파트입니다. 3개의 방과 2개의 욕실 구성이며 발코니와 거실, 독립된 주방이 있습니다. 방 평수에 비해 거실이 넓게 확 트인 것이 특징입니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668159043297_0.webp
10053,"자칫 차가워 보일 수 있는 거실인데 고급 가죽 소파와 월넛 무늬의 거실장을 사용하여 따뜻함이 느껴집니다. 부부도, 고등학생인 아이들도 편안하게 누리는 가족 공간이 되었어요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668159303981_0.webp
10053,부부가 아늑하게 쉴 수 있는 부부 침대는 가죽 프레임을 두어 중후한 매력을 자아냅니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668159437618_0.webp
10053,훌쩍 커버린 딸에게는 조금 작을 수도 있는 방이에요. 그런 단점을 보완하여 큰 거울이 있는 수납장을 설치하여 공간을 보다 넓어 보이도록 만들어 답답하지 않아요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668160411344_0.webp
10053,활용성 좋은 이 수납장은 한창 꾸미기 좋아할 딸에게 옷장이 되어주고 화장대가 되어 줍니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668159714419_0.webp
10053,활동성이 좋은 고등학생 남자아이에게 큰 창에서 불어오는 바람은 시원하고 좋은 공간이 됩니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668159838087_0.webp
10053,"남자아이라고 지저분할 것 같다는 편견이 무색할 만큼 화이트와 아이보리톤의 침대와 책상, 수납장을 두어 깔끔하고 깨끗한 방으로 만들었어요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668159890429_0.webp
10054,"용산 신당동 남산타운 31A평형 아파트입니다. 욕실이 딸려있어 편리한 큰 방과 자유롭게 꾸밀 수 있는 작은 방2개, 공용욕실로 이루어진 구조입니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668160906077_0.webp
10054,거실은 가족이 모여 앉아 자연스럽게 담소를 나누도록 널찍한 소파와 아이를 위한 벤치장을 마주보게 배치하였어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668161059922_0.webp
10054,"벤치장에 아이와 나란히 앉아 오늘의 학교 생활은 어땠는지, 어떤 친구와 제일 친한지 등등 자연스럽게 아이의 생활에 관심가져 보세요. 편안한 분위기 속에서 대화의 공간이 될 수 있도록 빌트인플러스 벤치장이 도와줄거에요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668161100017_0.jpg
10054,주방은 어쩌면 가장 중요한 장소일 거에요. 각자의 일로 바쁘던 세 식구가 빙 둘러 앉아서 매일 함께 시간을 보내는 곳이니까요. 밝은 화이트톤으로 그 소중한 시간이 더욱 빛이 날 수 있도록 연출했어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668161219557_0.jpg
10054,부모님들이 숙면을 취할 공간인 침실은 그레이와 베이지의 배색으로 차분한 분위기를 살렸어요. 한쪽 벽면은 글래드 그레이 침대를 배치해 깔끔하고 완성도 있는 호텔 침실을 연출했답니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668161462029_0.webp
10055,"용산 신당동 남산타운 31A평형 아파트입니다. 방 3개에 욕실 2개의 구성인데요, 발코니 확장을 통해 넓은 거실 공간을 확보해 가족 공간을 꾸미기 좋은 구조입니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668163211036_0.webp
10055,아이의 수많은 장난감을 정리해주는 빌트인 거실장 덕분에 거실을 놀이방으로 꾸며도 깔끔함을 유지할 수 있어요. 귀여운 키즈 책상과 의자를 배치해 아이가 가장 좋아하는 그림 그리기 놀이를 마음껏 즐길 수 있도록 했어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668163368378_0.webp
10055,"자녀방 역시 거실처럼 아이의 흥미와 감성을 채워주는 것에 초점을 맞추었어요. 아이가 마음껏 뒹굴 수 있는 벤치장이나, 작은 장난감과 그림책을 쉽게 정리할 수 있는 수납장 등, 아이 스스로 수납 가구를 사용하기 쉬운 친숙한 공간이죠.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668163689722_0.webp
10055,부부 침실에는 화려한 포인트 색상이나 부드러운 그레이 컬러를 더해 지루하게 느껴질 수 있는 화이트톤 인테리어의 단점을 극복했어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668163762685_0.webp
10055,침대 헤드 윗부분까지 빌트인장으로 채워 부부의 침실을 휴식 공간 겸 수납공간으로 활용할 수 있어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668163816094_0.webp
10055,"아이는 부모의 행동을 보고 배운다고, 부모님들이 책을 많이 읽는 습관을 들이시면 호기심이 생긴 아이도 같이 책장을 펼치게 될 거예요. 독서나 간단한 업무에 집중할 수 있도록 부드러운 화이트 톤의 책상과 의자를 배치해 차분한 서재 공간을 마련했어요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668163911369_0.webp
10055,"벽면에 시스템 선반을 설치했어요. 책을 비롯한 엄마, 아빠의 물건을 깔끔하게 정돈할 수 있어요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668163942827_0.jpg
10056,"안양 동안구에 위치한 33평형 아파트입니다. 크기가 다른 방 3개와 욕실 2개, 그리고 주방에 다용도실이 붙어 있어 집안일 동선이 편리한 구조입니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668164872604_0.jpg
10056,아이들의 학습 분위기를 만들어 줄 뿐만 아니라 아빠의 서재가 되어줄 거실입니다. 거실 한쪽에 놓인 책상은 주로 아빠가 이용하겠지만 가끔씩 두 자녀가 함께 이용할 수도 있어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668164930992_0.jpg
10056,화이트 톤으로 통일하여 넓어보이는 주방이에요. ㄷ자형 구조로 더 넓은 조리 공간을 만들었어요. 군더더기 없이 깔끔한 주방이에요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668165338354_0.jpg
10056,"침실도 화이트 톤 가구로 통일하였어요. 큰 수납 가구는 한쪽 벽면에 채워넣고, 수면 공간은 침대와 양옆에 협탁 두 개를 두는 것으로 단촐하게 마무리했어요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668165470113_0.jpg
10056,좁은 방에 효율적일 뿐만 아니라 기분에 따라서 책상배치가 자유롭도록 자녀의 방을 꾸며보았습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668165606775_0.jpg
10056,두 번째 자녀방에는 h형 책상이 포함된 빌트인장을 설치했어요. 열심히 공부한 다음엔 바로 뒤에 있는 침대에 푹 쓰러져 쉴 수 있어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668165692881_0.jpg
10057,빛과 함께 화사한 첫인상을 주는 거실이에요. 웜톤의 패브릭 소파는 깔끔하면서 따뜻한 인상을 준답니다. 슬림한 캐시미어 AV장에는 자칫 지저분해 보일 수 있는 것들을 감추었어요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668166557429_0.webp
10057,"몸과 마음이 허할 때 생각나는 곳, 주방입니다. 좁게 느껴지기 쉬운 공간을 화이트 톤에 맞추어 깔끔하고 넓은 느낌으로 만들었어요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668166758905_0.webp
10057,"엄마 아빠와 함께 잠들 아기를 생각하여 낮고 넓은 패밀리 침대를 두었어요 눕고 일어나기 쉬워 아기가 편안하고 높은 곳에서 떨어질 걱정도 없으니, 부부도 안심이 되는 이 침실에서 하루의 마무리도, 나른한 오후의 낮잠 시간도, 평안하게 누리시게 될 거예요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668166932081_0.jpg
10057,"오픈형으로 옷이 한눈에 들어오는 드레스룸입니다. 코너와 높이까지 잡은 수납장으로 많은 옷을 보관할 수 있어요. 옷의 종류와 길이에 맞춰 알맞게 쏙쏙 걸어 놓으면 되고, 가방과 모자 등 잡화도 한눈에 정리가 된답니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668167409391_0.webp
10058,바닥 : 휴장판 2.2T _ 비앙코카라라 아트월 : 월플러스_버실리아 두 제품을 활용하여 조화로운 분위기를 완성하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/15/1668492899338_0.jpg
10058,"상,하부장의 투톤계열의 자연스러운 분위기를 연출하며,주방발코니에 김치냉장고를 배치하여 동선의 최소화를 구현했습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/15/1668493137704_0.jpg
10058,[ 현관장 ] 무드화이트 현관장을 배치함으로 가성비와 통일감있는 모습을 구현했습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/15/1668494226114_0.jpg
10073,1. 거실은 은은한 화이트  벽면은 실크벽지로 시공해드렸습니다. 페인트 느낌을 주는 벽지로  부드럽고 엠보느낌이 있습니다. 2. 확장된 곳은 3인 다운라이트 사이가 넓어서 음영이 지게 되는데요 그것을 줄이도록 하기 위해서 2인치 다운라이트를 설치하도록 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/14/1668405366620_0.jpg
10073,소파 옆 카메라는 바로 '빔'프로젝트 인데요  고객님께서 빈벽에 영상을 비춰서 보고싶어 하셨습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/14/1668395369254_0.jpg
