Seq,텍스트,이미지
10012,리모델링의 메인인 주방은 ㄱ자 형태로 구성하고 비스포크와 키큰장으로 공간의 효율을 극대화 했습니다. 밤하늘같은 어두운 색으로 포인트를 주면서 집의 색감을 살려주는 부분이며 또한 넓은 조리공간으로 요리함에 있어서 불편하지 않고 식탁 공간이 좁지 않아 훨씬 더 넓어보이는 설계입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009950186_0.jpg
10012,주방과 마주보고 있는 거실에 전체적인 화이트 톤을 설계해서 대비적으로 더 따뜻한 느낌을 주는 모습입니다. 또한 폴딩도어를 사용함으로써 카페같은 연출을 즐길 수 있습니다. 앞에 준비된 테이블에서 티타임을 가져보시면 어떨까요?,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009963932_0.jpg
10012,거실에 수납장을 많이 넣지 않으면서 공간을 넓게 사용하고 방에 장을 한쪽 벽면을 채워 벽처럼 느껴지지만 좁아보이지 않도록 화이트도어를 사용해 수납공간을 챙긴 설계입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009970479_0.jpg
10012,입구의 자녀방은 확장을 진행해 공간을 많이 살리는 설계입니다. 또한 붙박이장을 활용해 수납공간도 넉넉하게 챙겨주는 모습입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009992436_0.jpg
10012,드레스룸에 시스템장과 단독 acc장을 사용하면서 자주쓰는 물건을 효율적이고 깔끔하게 정리할수 있도록 정리된 설계입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009999557_0.jpg
10012,현관에 포인트가 되는 장식장을 설계해서 첫인상인 우리집의 현관을 특별하게 꾸며줄수 있습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669010004559_0.jpg
10017,"단열과 소음, 미세먼지 차단 에 뛰어난 3연동 중문입니다. 좁은공간을 개방감있게 사용하실 수 있고 깔끔한 연출이 가능합니다^^",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668069326656_0.jpg
10017,수납이 탁월한 TV거실장 입니다~ 우물천장 으로 포인트를 주어 은은한 조명으로 더욱 따뜻한 분위기를 연출 했습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668069521099_0.jpg
10017,"가전기기수납장을 사용하여 밥솥을 수납할 수 있고, 비스포크냉장고를 배치하여 키친핏으로 딱 맞게 깔끔하게 연출하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668071538902_0.jpg
10017,사각세면대 를 세팅하여 외관적으로 보기에 GOOD! 레인보우샤워수전을 사용하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668070605545_0.jpg
10017,남은공간을 활용하여 빌트인 화장대를 설계하였습니다^^ LED조명 거울로 고급스러운 분위기를 연출하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668071156192_0.jpg
10017,빌트인 수납장을 활용하여 아이가 좋은 환경에서 놀 수 있게 연출해보았습니다!,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668069843175_0.jpg
10018,@ LIVING ROOM,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009007140_0.jpg
10018,[ENTRANCE],https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009603348_0.jpg
10018,[KITCHEN],https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669009744816_0.jpg
10018,[MAIN ROOM],https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669010176700_0.jpg
10018,"[ROOM 1,2]",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669010679005_0.jpg
10018,[BATH ROOM],https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669010861694_0.jpg
10018,"공용욕실은 관리가 편하고 고급스러움까지 연출이 가능한 포세린타일로 시공했습니다. 또한, 거울은 센서 조명으로 간단하게 세면대 이용 시, 간접조명만으로도 충분히 활용이 가능하게끔 해드렸습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/21/1669010865526_0.jpg
10020,현관은 집의 첫인상을 결정짓는 공간인 만큼 밝고 따뜻한 분위기로 연출되었으면 했습니다. 현관장은 라이프스타일에 맞춘 맞춤형 현관장을 통해 효율적인 수납공간을 느끼실 수 있게 설계하였으며 영유아 용품에도 사용되는 친환경 소재인ML100 무드화이트제품을 사용하여 자연스러운 질감의 베이직 화이트컬러로 군더더기 없이 깔끔한 현관 공간을 완성해주었습니다. 또한 현관문을 통해 집안으로 들어오면 바로 보이는 중문은 단순히 냉 난방비를 절감시키는 목적뿐만아니라 미세먼지의 차단이나 소음을 차단해주는 역할을 해주는 아주 중요한 역할을 해준답니다~,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668072639532_0.jpg
10020,주방은 ML200 모노 캐시미어와 모노 네이비 제품으로 설계하였습니다. 후드는 빌트인 후드를 사용하여주방을 봤을 때 후드 기기가 보이지 않아 주방 인테리어가 시각적으로 깔끔한 느낌을 주었습니다. 주방 벽면은 대형판넬인 키친판넬 시공으로 줄눈이 없어 곰팡이가 생기지 않으며 청소 및 관리가 쉬우며 자석부착이 가능하여 레시피와 사진등으로 고객님만의 주방을 꾸미실 수 있습니다~ 한샘 주방은 서랍레일은 4만번 힌지는 6만번의 개폐테스트를 통해 안전성과 내구성을 검증했으며 친환경적인 E0등급 목재 사용으로 눈에 보이는 것 뿐만 아니라 눈에 보이지 않은 것까지 최고를 지향합니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668072425216_0.jpg
10020,"거실은 취미생활이 독서인 고객님의 라이프스타일에 맞는 맞춤형 설계장을 통해 효율적인 수납공간을 느끼실 수 있습니다. 거실은 우물천장을 통해 공간을 더욱 시각적으로 넓게 확장해 주는 느낌을 주었으며, 조명은 크게 간접등과 메인등으로 나눠 시공을 했습니다. 간접등은 주백색으로 따스함을 주었고 메인등은 백색으로 시공하였습니다. 또한 폴딩도어를 설치하였습니다. 폴딩도어는 도어개폐율이 90%로 확장과 비확장이 자유로움이있으며 카페 분위기를 연출시킬수 있다는 장점이있습니다 하지만 폴딩도어를 거실에서 사용하시게 된다면 틈새가있어 단열이 조금약할수 있기때문에 외부 창은 이중창을 설치하시는걸 권장드립니다~",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668073382661_0.jpg
10020,"발코니 공간에 대해 설명해드리겠습니다~ 부드러운 햇살이 드라우는 발코니 공간에 어울리는 화이트 컬러의 수납장입니다. 설치 공간 깊이와 수납 물품에 따라 내부 구성을 변경할 수 있습니다. 내부 공간에 선반은 높이를 자유롭게 두어서 하부에는 캐리어, 박스 등 부피가 큰 물품들을 보관하고 상부에는 작은 물품들을 보관할 수 있습니다. 한샘 반침다용도장을 설치하여 깔끔한 공간을 연출해보세요~ 마지막으로 주방과 발코니 사이에는 방음과 단열이 우수한 터닝도어를 설치하였습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668074004619_0.jpg
10020,집안에서 가장 중요한 침실에 대해서 설명드리겠습니다! 최대한 포근하고 호텔식 느낌을 연출하였으며 안방의 한쪽 면은 TV장과 붙박이장을 설계하였습니다. 또한 빌트인 파우더장을 같이 설계하여 효율적인 수납공간을 느끼실 수있습니다~,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668074300420_0.jpg
10020,"대부분 타일 욕실을 사용하시고 계시는데요 한샘에서는 타일 위에 덧방 시공을 통해 원데이 시공 및 무소음 무분진 무진동 공사가 가능합니다! 집안에서 일어나는 안전사고의 40%가 욕실에서 발생한답니다.. 한샘바스를 통해 깨끗하고 편안하며 안전한 공간을 느끼실 수 있습니다. 벽은 타일이 아닌 친환경 방수판넬인 탄산칼슘보드 휴판넬로 시공하여 줄눈이 없어 곰팡이가 생기지 않으며 청소 및 관리가 쉽다는 장점이있으며, 바닥은 건조가 빠르며 특수 엠보싱 포면 가공으로 미끄럼 방지 기능이 있는 휴플로어를 사용하여 이음없이 시공하여 청소가 용이합니다~",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668074841528_0.jpg
10020,"방 하나는 드레스룸으로 꾸며보았습니다~ 드레스룸은 한샘 바흐 화이트 시스템장을 설치하였습니다. 시스템장은 벽쪽으로 밀착시켜 시공해 공간을 잘 활용할 수 있으며 오픈된 형태로 되어있어 옷을 코디할때도 한눈에 보고 쉽게 고를 수 있고, 보관 및 정리할때도 문을 열었다 닫았다 할 필요가 없어 손쉽게 정리가 가능하다는 장점이있습니다~",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668075110145_0.jpg
10020,서재는 남편의 개인 취미를 즐기며 정체성을 표현하는 공간으로 사회적 성공을위해 활력과 자신감을 회복하는 재충전의 장소이기도 합니다! 서재는 바흐제품을사용하여 고급스러운느낌을 주었습니다. 서재는 또한 고객님의 라이프스타일에 맞춰 꾸며보시는걸 추천드립니다~,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668075848865_0.jpg
10021,4인 가구가 사는 공간이에요. 기존에 답답한 주방배치 변경과 확장공사를 통해 가족을 위한 공간으로 디자인했어요 ~,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668076401707_0.jpg
10021,"이곳은 우리 집의 자랑 바로 거실입니다. 전체적인 조명은 최소화하고 필요한 조도를 골고루 넣음으로 눈이 편안하며 분위기를 즐길 수 있게 하였어요. 수납을 최우선으로 하여 디자인 했어요. 발코니는 확장을 통해 우리 가족의 취미 피아노를 칠 수 있는 공간을 따라 만들었어요. 현관에서 바라본 우리 집에 첫 인상은 세면대가 되도록 설계했어요. 왜냐하면, 이곳에서 필요한 화장, 그리고 아이들이 놀고 들어 오면 손부터 씻게 하여주는 청결한 느낌을 주고 싶었기 때문이예요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668075835535_0.jpg
10021,"이 곳은 우리 집에 첫인상 현관이에요 기존에 신발장인 공간을 확장해 팬트리로 만들어 자전거, 골프, 몸집이 큰 수납도 수납이 가능하게 만들었어요 이제 수납이 부족해 힘들어하지 않아도 됩니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668076359009_0.jpg
10021,이 곳은 우리 집에 자랑 주방이에요. 주방은 기존에 일만 하는 공간이 아닌 가족 간에 소통을 중요시하는 배치로 디자인했답니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668068510251_0.jpg
10021,부부만의 공간 안방입니다. 안방은 기존에 화장실이 보이는 곳을 벽으로 막았죠. 그 벽을 이용해 옷을 보관할 수 있는 드레스룸으로도 사용해보세요. tv 앞쪽은 테이블을 배치하여 집안일 (가계부 정리)할 수 있는 공간도 따로 만들어 드렸어요,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668074562254_0.jpg
10021,성장기 여자아이를 위한 공간 자녀 방입니다. 초등학생이면 스스로 공부하는 공간도 따로 만들어 줘야 하는데요. 침대와 책상에 배치 그리고 외모에도 신경을 쓸 수 있게 화장대까지 챙겨주는 부모가 되어 보세요. ^^,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668074710334_0.jpg
10021,초등학교 아이를 두신 어머님의 가장 큰 공간이 아이 교육이죠 ? 아이 숙제도 봐주고 우리 아이 공부방으로 쓸 수 있게 뒤편은 책장으로 만들어 보시는 건 어떠나요 ?,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668075723217_0.jpg
10021,나만의 공간이 있어야 아이는 스스로 인생을 개척해 간다고 합니다. 마음이 편안해지는 포인트 벽지를 이용해 아이 방을 꾸며 보세요.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668076412979_0.jpg
10023,산본 래미안 하이어스 34평 입니다. 방 3개 욕실 2개의 구조입니다. 거실 발코니 확정해서 더욱 넓은 공간으로 만들었습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668068985307_0.jpg
10023,'가족과 제일 많은 시간을 보내는 공간' 밝은 화이트와 우물 천장으로 공간을 넓어보이게 리모델링 했습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668069018454_0.jpg
10023,'편리하고 쾌적한 공간의 키친' 움직이는 동선과 쾌적한 공간을 고민하여 만든 공간입니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668069028831_0.jpg
10023,'집에서 제일 따뜻한 공간',https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668069087042_0.jpg
10023,'옷은 깔끔하게 공간은 세련되게',https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668069111937_0.jpg
10023,'출퇴근을 책임져주는 공간',https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668070221848_0.jpg
10023,'나만의 사무실',https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668070188992_0.jpg
10024,ENTRANCE @ 현관,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669254908610_0.jpg
10024,LIVING ROOM @ 복도 @ 거실,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669255358991_0.jpg
10024,"현관에서 나오면 바로 나타나는 복도는 웨인스코팅과 벽패널을 연속적으로 배치하여 갤러리에 온듯한 느낌을 연출하였고, 미술작품을 복도 끝쪽 벽에 세워서 연출하여 우아하며서도 무심한듯 세련된 스타일로 연출 하였습니다. # 웨인스코팅은 일반적으로 목공에서 시공하며, 추가로 도장 작업도 가능합니다. 몰딩의 종류와 몰딩의 배치 간격, 높이, 형태 등을 디테일하게 설정한 뒤 시공해야 예쁘게 시공이 가능합니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669255408274_0.jpg
10024,KITCHEN @ 주방,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669256555074_0.jpg
10024,MAIN ROOM @ 안방 @ 안방 발코니,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669261994425_0.jpg
10024,안방은 골드 컬러의 무늬 벽지와 커튼! 한샘의 클래식 하면서도 심플한 스타일의 유로클래식 붙박이장을 사용하여 고급스러운 분위기를 연출하고 수납력 또한 확보하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669262040331_0.jpg
10024,"ROOM 1,2 @ 서재 @ 자녀방",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669262109264_0.jpg
10024,BALCONY @ 보조주방 @ 베란다,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669265412721_0.jpg
10024,BATH ROOM @ 공용욕실 @ 부부욕실,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/24/1669266772987_0.jpg
10026,"호캉스 , 우리에겐 너무나도 익숙해져버린 단어입니다. 단어만 들어도 벌써 힐링이 되는 느낌인데요. 이 삶을 일상생활에 적용한다면 어떨까요? 생각만해도 출퇴근길이 행복할 것만 같습니다. #호텔에삶 #래미안영통마크원2단지아파트 #34D 지금부터 소개해드릴게요 :)",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668086722925_0.jpg
10026,"[ 복도 ] 안방앞에서 바라본 복도쪽의 모습입니다. 천장쪽의 주백색 간접조명 만 켰을떄를 연출한 모습인데요, 소파에 앉아 커피를 마시면 자연스럽게 힐링이 될 것만 같아요.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668086060794_0.jpg
10026,"[ 거실 ] 평면도를 조금 깊게 보셨거나, 이 아파트의 구조를 아시는 분이시라면 조금 의아해하실 수도 있을 것 같아요. 소파와 TV의 위치가 바뀌었나 생각하셨다면 정답입니다. 복도끝에서 맞이한 안방으로 들어가는 벽면은 기존에 거실 TV면이었던 벽부터 주방까지 평행선을 이루고 있는데요. #TV는 매립되어 보이게 #벽면은 일체감 있게 아주 깔끔하게 연출되었습니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668086599940_0.jpg
10026,"[ 주방 ] 주거공간에 수납이 빠지면 많이 서운합니다. 팬트리장과 기존의 벽면이었듯이 냉장고장이 함께 배치되는 수납으로 설계하여 수납공간 은 늘려주고, 기존의 본주방과는 공간을 살짝 분리 해주었어요 :)",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668087233556_0.jpg
10026,"[ 아이방 ] 직접 가구를 옮기며 자신의 공간을 만들어나가고 싶어할 우리 아이들의 방은 붙박이제품이 아닌, 가구로 배치해주었어요. 청소년기에 접어들어 수납의 니즈가 더 중요해지고, 학업에 더욱 집중해야 할 시기에는 #한샘 빌트인 수납 시리즈 로 완성도 있는 공간을 설계해드릴게요 :)",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/10/1668087457041_0.jpg
10029,"거실은 확장형으로 나온 타입이여서 이미 넓은 공간이 확보되어 있었어요 ! 갤러리 느낌을 원하시는 고객님의 니즈에 따라 곳곳에 감각적인 DP를 해드렸어요 ~ 조명도 직부등 없이 우물천장 간접등, 매입등만으로 배치하여 심플한 천정을 조성했어요 ! 바닥은 밝은 오크 컬러의 강마루를 시공하여 웜톤의 벽지와 TV벽면에는 포인트로 월플러스 사하라 시리즈를 시공하였답니다 !",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/16/1668585846309_0.jpg
10029,"욕실은 고객의 니즈를 반영해 수납을 1순위로 두고 설계하였습니다 ! 하부장과 플랩상부장, 코너선반을 시공해 넉넉한 수납공간을 확보했습니다. 벽, 바닥 동일한 600각 타일을 시공하여 모던하고 심플한 분위기를 연출하였습니다. ※ 욕실 바닥에 600각 타일 시공 시 , 구베(물길)를 잘 잡을 수 있는지 우선 체크하는 것이 최우선입니다 !",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/16/1668586709028_0.jpg
10029,"도어와 같은 우드 필름으로 침대헤드를 시공하였으며, 침대헤드 뒤로 루바 포인트를 주어 호텔같은 분위기를 연출하였습니다 ! 드레스룸으로 들어가는 도어는 아치형 오픈도어로 바꿔 개방감을 주었습니다 ! ※ 아치형 오픈도어 시공 시, 수직에서 라운드가 이어지는 부분을 자연스럽게 이어주는 것이 중요합니다.",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/17/1668667042718_0.jpg
10029,"2개의 방은 각각 대학생, 고등학생인 자녀에 맞게 실용적으로 설계해드렸습니다 !",https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/17/1668667265691_0.jpg
10030,ENTRANCE_현관인테리어,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668130132404_0.jpg
10030,LIVING ROOM _ 거실 인테리어,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668131141616_0.jpg
10030,1. 현관을 통해서 복도를 지나게 되면 오후의 햇살이 멋진 거실과 주방이 바로 보이게 된답니다. 2. 전반적으로 화이트 톤과 강마루의 따뜻하고 아늑한 분위기를가질 수 있도록 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668131932311_0.jpg
10030,KITCHEN _ 주방 인테리어  & 세탁기실,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668133683146_0.jpg
10030,1. 주방은  간접등을 설치해드리고 식탁이 있는 곳은 다운라이트를 통해서 조도를 맞추도록 하였습니다. 2. 거실이면서도 주방이 같이 있는 공간입니다. 그만큼 많은 시간이 지나고 쌓일 수 있는 공간이 되도록 하였습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668133973625_0.jpg
10030,BATHROOM _ 욕실 인테리어,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668134420690_0.jpg
10030,1.거실과 안방은 통일된 디자인으로 진행하였습니다.벽과 바닥은 테라조 타일로 진행하도록 하였습니다. 2.포인트 타일을 조금 다르게 하였는데요 거실욕실은 상부는 화이트라인의 타일로 아래하부는 테라조 타일로 진행하였습니다. 공간이 답답하지 않고 탁트이는 느낌을 받을 수 있습니다.!!,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668134852475_0.jpg
10030,이번 ' 인천 청라 호반베르디움 2차' 포스팅을 읽어주셔서 감사합니다. 다음 인테리어도 궁금하시죠? 곧 찾아뵙겠습니다.,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668137110761_0.jpg
10032,■ 전실 & 현관,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668130184938_0.jpg
10032,■ 거실,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668130375095_0.jpg
10032,■ 주방,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668130452145_0.jpg
10032,■ 욕실,https://image.hanssem.com/hsimg/upload/homeIdea/2022/11/11/1668130641962_0.jpg
10039,┃거실,https://image.hanssem.com/hsimg/upload/homeIdea/2022/12/12/1670802905484_0.jpg
10039,┃주방,https://image.hanssem.com/hsimg/upload/homeIdea/2022/12/12/1670803994595_0.jpg
